genus,family,order,class,phylum,gene,n,n_res,f_res
Rariglobus,Opitutaceae,Opitutales,Opitutia,Verrucomicrobiota,rrs,1,0,0
Rarispira,Winmispiraceae,Winmispirales,Spirochaetia,Spirochaetota,rrs,1,1,1
Rasiella,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,1,1
Rathayibacter,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,10,9,0.9
Ravibacter,Spirosomataceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,0,0
Rehaibacterium,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Reichenbachiella,Reichenbachiellaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,6,1,0.16666666666666666
Reinekea,Saccharospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Reticulibacter,Reticulibacteraceae,Ktedonobacterales,Ktedonobacteria,Chloroflexota,rrs,1,1,1
Rhabdaerophilum,Rhabdaerophilaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rhabdobacter,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,1,1
Rhabdochlamydiaceae,NA,NA,NA,NA,rrs,1,0,0
Rhabdonatronobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rhabdothermincola,Iamiaceae,Acidimicrobiales,Acidimicrobiia,Actinomycetota,rrs,2,0,0
Rheinheimera,Chromatiaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,11,1,0.09090909090909091
Rhizobium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,87,2,0.022988505747126436
Rhizocola,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,rrs,1,0,0
Rhizohabitans,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,rrs,1,0,0
Rhizorhabdus,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,5,0,0
Rhizorhapis,Sphingomonadaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rhizosaccharibacter,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rhizosphaericola,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,rrs,1,1,1
Rhodalgimonas,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rhodanobacter,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,17,4,0.23529411764705882
Rhodobacter,NA,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,9,0,0
Rhodobaculum,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rhodobium,Rhodobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Rhodococcoides,Nocardiaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs,5,0,0
Rhodococcus,Nocardiaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs,35,7,0.2
Rhodocyclus,Rhodocyclaceae,Rhodocyclales,Betaproteobacteria,Pseudomonadota,rrs,3,2,0.6666666666666666
Rhodocytophaga,Rhodocytophagaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,2,0,0
Rhodoferax,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,12,7,0.5833333333333334
Rhodoglobus,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,1,1
Rhodohalobacter,Balneolaceae,Balneolales,Balneolia,Balneolota,rrs,2,0,0
Rhodoligotrophos,Rhodoligotrophaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Rhodoluna,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,2,2,1
Rhodophyticola,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rhodopirellula,Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,rrs,1,1,1
Rhodoplanes,Hyphomicrobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Rhodosalinus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rhodospira,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rhodospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rhodothalassium,Rhodothalassiaceae,Rhodothalassiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rhodothermus,Rhodothermaceae,Rhodothermales,Rhodothermia,Rhodothermota,rrs,3,3,1
Rhodovarius,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Rhodovastum,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rhodovibrio,Rhodovibrionaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rhodovulum,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,8,0,0
Richelia,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Rickettsia,Rickettsiaceae,Rickettsiales,Alphaproteobacteria,Pseudomonadota,rrs,39,4,0.10256410256410256
Rickettsiales,NA,NA,NA,NA,rrs,3,0,0
Rickettsiella,Coxiellaceae,Legionellales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Riemerella,Weeksellaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Rikenella,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,1,1,1
Rippkaea,Aphanothecaceae,Chroococcales,Cyanophyceae,Cyanobacteriota,rrs,1,1,1
Risungbinella,Thermoactinomycetaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Rivibacter,NA,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,1,1
Rivihabitans,Aquaspirillaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,rrs,1,1,1
Robbsia,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,1,1
Robertkochia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,3,2,0.6666666666666666
Robertmurraya,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,4,0,0
Robiginitalea,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,3,2,0.6666666666666666
Robiginitomaculum,Robiginitomaculaceae,Maricaulales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rodentibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,rrs,8,0,0
Rohdeia,NA,NA,Planctomycetia,Planctomycetota,rrs,1,0,0
Romboutsia,Peptostreptococcaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,6,5,0.8333333333333334
Romeriopsis,Leptolyngbyaceae,Leptolyngbyales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Roseateles,Sphaerotilaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,15,6,0.4
Roseburia,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,7,2,0.2857142857142857
Roseiarcus,Roseiarcaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Roseibacillus,Verrucomicrobiaceae,Verrucomicrobiales,Verrucomicrobiia,Verrucomicrobiota,rrs,1,1,1
Roseibium,Stappiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,17,0,0
Roseicella,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Roseicitreum,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,1,1
Roseiconus,Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,rrs,2,2,1
Roseicyclus,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,7,2,0.2857142857142857
Roseiflexus,Roseiflexaceae,Chloroflexales,Chloroflexia,Chloroflexota,rrs,1,0,0
Roseimaritima,Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,rrs,2,0,0
Roseinatronobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,4,0,0
Roseisalinus,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Roseisolibacter,Gemmatimonadaceae,Gemmatimonadales,Gemmatimonadia,Gemmatimonadota,rrs,1,0,0
Roseitranquillus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Roseivirga,Roseivirgaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,3,0,0
Roseivivax,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,7,0,0
Rosenbergiella,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Roseobacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,5,0,0
Roseococcus,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,3,0,0
Roseomonas,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,12,0,0
Roseospira,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,4,2,0.5
Roseospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Roseovarius,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,19,0,0
Rosettibacter,Melioribacteraceae,Ignavibacteriales,Ignavibacteria,Ignavibacteriota,rrs,2,0,0
Rosistilla,Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,rrs,1,1,1
Rossellomorea,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,5,0,0
Rothia,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,7,1,0.14285714285714285
Rouxiella,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,3,0,0
Ruania,Ruaniaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,7,4,0.5714285714285714
Rubellicoccus,Cerasicoccaceae,Puniceicoccales,Opitutia,Verrucomicrobiota,rrs,1,0,0
Rubellimicrobium,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,3,0,0
Rubeoparvulum,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Rubidibacter,Aphanothecaceae,Chroococcales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Rubinisphaera,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetota,rrs,2,2,1
Rubneribacter,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinomycetota,rrs,1,1,1
Rubricella,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rubricoccus,Rubricoccaceae,Rhodothermales,Rhodothermia,Rhodothermota,rrs,1,0,0
Rubrimonas,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Rubripirellula,Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,rrs,3,0,0
Rubritalea,Rubritaleaceae,Verrucomicrobiales,Verrucomicrobiia,Verrucomicrobiota,rrs,2,0,0
Rubrivirga,Rubricoccaceae,Rhodothermales,Rhodothermia,Rhodothermota,rrs,1,0,0
Rubrivivax,Sphaerotilaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,2,2,1
Rubrobacter,Rubrobacteraceae,Rubrobacterales,Rubrobacteria,Actinomycetota,rrs,2,0,0
Rudaea,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Ruegeria,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,18,0,0
Rufibacter,Hymenobacteraceae,Cytophagales,Cytophagia,Bacteroidota,rrs,13,0,0
Rugamonas,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,2,0,0
Rugosibacter,Sterolibacteriaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,rrs,1,1,1
Ruixingdingia,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Ruminiclostridium,Oscillospiraceae,Eubacteriales,Clostridia,Bacillota,rrs,6,0,0
Ruminobacter,Succinivibrionaceae,Aeromonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Ruminococcoides,Oscillospiraceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Ruminococcus,Oscillospiraceae,Eubacteriales,Clostridia,Bacillota,rrs,4,0,0
Rummeliibacillus,Caryophanaceae,Bacillales,Bacilli,Bacillota,rrs,1,1,1
Runella,Spirosomataceae,Cytophagales,Cytophagia,Bacteroidota,rrs,2,0,0
Saccharibacillus,Paenibacillaceae,Bacillales,Bacilli,Bacillota,rrs,3,0,0
Saccharicrinis,Marinilabiliaceae,Marinilabiliales,Bacteroidia,Bacteroidota,rrs,2,0,0
Saccharococcus,Anoxybacillaceae,Bacillales,Bacilli,Bacillota,rrs,2,0,0
Saccharomonospora,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,rrs,10,0,0
Saccharophagus,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Saccharopolyspora,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,rrs,21,1,0.047619047619047616
Saccharothrix,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,rrs,19,0,0
Sagittula,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Salana,Beutenbergiaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,0,0
Salaquimonas,Salaquimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Salegentibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,8,2,0.25
Salibacter,Salibacteraceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,1,1
Salibacterium,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,2,0,0
Salicibibacter,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,4,2,0.5
Salimicrobium,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,2,2,1
Salinactinospora,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,rrs,1,1,1
Salinarimonas,Salinarimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,3,0,0
Salinibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,1,1
Salinibacter,Salinibacteraceae,Rhodothermales,Rhodothermia,Rhodothermota,rrs,4,3,0.75
Salinibacterium,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,0,0
Salinicoccus,Staphylococcaceae,Bacillales,Bacilli,Bacillota,rrs,10,2,0.2
Salinicola,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Salinihabitans,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Salinilacustrithrix,NA,NA,NA,NA,rrs,1,0,0
Salinimicrobium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,9,2,0.2222222222222222
Salinimonas,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,3,0,0
Saliniradius,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Salinisphaera,Salinisphaeraceae,Salinisphaerales,Gammaproteobacteria,Pseudomonadota,rrs,6,2,0.3333333333333333
Salinispira,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetota,rrs,1,0,0
Salinivibrio,Vibrionaceae,Vibrionales,Gammaproteobacteria,Pseudomonadota,rrs,4,2,0.5
Salinivirga,Salinivirgaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,1,0,0
Salipaludibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,3,1,0.3333333333333333
Salipiger,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,5,0,0
Salirhabdus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Salisaeta,Salisaetaceae,Rhodothermales,Rhodothermia,Rhodothermota,rrs,1,1,1
Salisediminibacterium,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,2,0,0
Saliterribacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Salmonella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Salmonirosea,Spirosomataceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,0,0
Salsipaludibacter,Salsipaludibacteraceae,Salsipaludibacterales,Nitriliruptoria,Actinomycetota,rrs,1,0,0
Salsuginibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,1,1
Saltatorellus,NA,NA,Planctomycetia,Planctomycetota,rrs,1,1,1
Samsonia,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Sandaracinobacter,Sphingosinicellaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Sandaracinobacteroides,Sphingosinicellaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,3,0,0
Sandaracinomonas,Flectobacillaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,0,0
Sandarakinorhabdus,Sphingosinicellaceae,Sphingomonadales,Alphaproteobacteria,Pseudomonadota,rrs,4,0,0
Sanguibacter,Sanguibacteraceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,9,0,0
Sanguibacteroides,Porphyromonadaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,1,0,0
Sanyastnella,Sanyastnellaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,1,1
Saonia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Sapientia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Saprospira,Saprospiraceae,Saprospirales,Saprospiria,Bacteroidota,rrs,1,0,0
Sarcina,Clostridiaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,0,0
Scandinavium,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Scardovia,Bifidobacteriaceae,Bifidobacteriales,Actinomycetes,Actinomycetota,rrs,1,0,0
Schaalia,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,6,0,0
Schaedlerella,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Schauerella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Schleiferia,Schleiferiaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Schleiferilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Bacillota,rrs,3,1,0.3333333333333333
Schnuerera,Tepidimicrobiaceae,Tissierellales,Tissierellia,Bacillota,rrs,1,0,0
Schumannella,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,2,2,1
Sciscionella,Pseudonocardiaceae,Pseudonocardiales,Actinomycetes,Actinomycetota,rrs,2,0,0
Scopulibacillus,Sporolactobacillaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Scrofimicrobium,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,rrs,1,1,1
Scytonema,Scytonemataceae,Nostocales,Cyanophyceae,Cyanobacteriota,rrs,1,0,0
Sebaldella,Leptotrichiaceae,Fusobacteriales,Fusobacteriia,Fusobacteriota,rrs,1,0,0
Secundilactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Bacillota,rrs,9,0,0
Sedimenticola,Sedimenticolaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Sedimentimonas,NA,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Sedimentisphaera,Sedimentisphaeraceae,Sedimentisphaerales,Phycisphaerae,Planctomycetota,rrs,2,0,0
Sedimentitalea,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,4,0,0
Sediminibacillus,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,4,0,0
Sediminibacterium,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,rrs,2,0,0
Sediminicola,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Sediminihabitans,Cellulomonadaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,0,0
Sediminihaliea,Halieaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Sediminitomix,Flammeovirgaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,1,1
Segatella,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,rrs,3,0,0
Segetibacter,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,rrs,1,0,0
Segeticoccus,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,0,0
Segniliparus,Segniliparaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs,2,1,0.5
Segnochrobactrum,Segnochrobactraceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,1,1
Seinonella,Thermoactinomycetaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Seleniivibrio,Geovibrionaceae,Deferribacterales,Deferribacteres,Deferribacterota,rrs,1,0,0
Selenobaculum,Selenomonadaceae,Selenomonadales,Negativicutes,Bacillota,rrs,1,0,0
Selenomonas,Selenomonadaceae,Selenomonadales,Negativicutes,Bacillota,rrs,9,1,0.1111111111111111
Senegalia,Clostridiaceae,Eubacteriales,Clostridia,Bacillota,rrs,1,1,1
Senegalimassilia,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,rrs,2,2,1
Senimuribacter,Anaerovoracaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,1,0,0
Seohaeicola,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,3,0,0
Seonamhaeicola,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,2,0,0
Seongchinamella,Halieaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Serinibacter,Beutenbergiaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,1,1,1
Serinicoccus,Ornithinimicrobiaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,5,1,0.2
Serpens,NA,NA,NA,NA,rrs,1,0,0
Serpentinicella,Natronincolaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,1,1,1
Serpentinimonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,3,2,0.6666666666666666
Serratia,Yersiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,22,2,0.09090909090909091
Sessilibacter,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Sheuella,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Shewanella,Shewanellaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,rrs,68,20,0.29411764705882354
Shiella,Shiellaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,1,0,0
Shigella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,4,0,0
Shimazuella,Thermoactinomycetaceae,Bacillales,Bacilli,Bacillota,rrs,1,0,0
Shimia,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,9,0,0
Shimwellia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Shinella,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,8,0,0
Shouchella,Bacillaceae,Bacillales,Bacilli,Bacillota,rrs,7,5,0.7142857142857143
Shuttleworthella,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,1,1
Siansivirga,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,1,1
Siccibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Siccirubricoccus,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,rrs,2,0,0
Siculibacillus,Ancalomicrobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Sideroxyarcus,Gallionellaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Sideroxydans,Gallionellaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,rrs,1,0,0
Silanimonas,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Silicimonas,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Silvibacterium,Acidobacteriaceae,Terriglobales,Terriglobia,Acidobacteriota,rrs,2,2,1
Silvimonas,Chitinibacteraceae,Neisseriales,Betaproteobacteria,Pseudomonadota,rrs,3,1,0.3333333333333333
Simiaoa,Lachnospiraceae,Lachnospirales,Clostridia,Bacillota,rrs,1,0,0
Simiduia,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Simplicispira,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,rrs,5,2,0.4
Sinanaerobacter,Anaerovoracaceae,Peptostreptococcales,Clostridia,Bacillota,rrs,1,0,0
Sinimarinibacterium,Nevskiaceae,Nevskiales,Gammaproteobacteria,Pseudomonadota,rrs,2,0,0
Sinisalibacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,rrs,1,0,0
Sinobacterium,Spongiibacteraceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,rrs,1,0,0
Sinomicrobium,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,rrs,1,0,0
Sinomonas,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,rrs,11,6,0.5454545454545454
Sinorhizobium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,rrs,17,0,0
Sinosporangium,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,rrs,2,0,0
Siphonobacter,Cytophagaceae,Cytophagales,Cytophagia,Bacteroidota,rrs,2,0,0
Skermanella,Azospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,rrs,4,0,0
Skermania,Gordoniaceae,Mycobacteriales,Actinomycetes,Actinomycetota,rrs,1,1,1
Slackia,Eggerthellaceae,Eggerthellales,Coriobacteriia,Actinomycetota,rrs,5,2,0.4
