genus,family,order,class,phylum,n,n_res,f_res
Lysobacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,24,0,0
Lyticum,NA,Rickettsiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Macromonas,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,0,0
Magnetococcus,Magnetococcaceae,Magnetococcales,Magnetococcia,Pseudomonadota,1,0,0
Magnetofaba,Magnetococcaceae,Magnetococcales,Magnetococcia,Pseudomonadota,1,0,0
Magnetospirillum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,6,0,0
Magnetovibrio,Magnetovibrionaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,1,0,0
Mahella,Thermoanaerobacterales Family IV. Incertae Sedis,Thermoanaerobacterales,Clostridia,Bacillota,1,0,0
Mailhella,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,1,0,0
Maioricimonas,Planctomycetaceae,Planctomycetales,Planctomycetia,Planctomycetota,1,1,1
Malaciobacter,Arcobacteraceae,Campylobacterales,Epsilonproteobacteria,Campylobacterota,6,0,0
Maliibacterium,Maliibacteriaceae,Eubacteriales,Clostridia,Bacillota,1,0,0
Malikia,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,0,0
Maliponia,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Malonomonas,Geopsychrobacteraceae,Desulfuromonadales,Desulfuromonadia,Thermodesulfobacteriota,1,0,0
Mameliella,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,2,0,0
Manganibacter,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Mangrovactinospora,Streptomycetaceae,Kitasatosporales,Actinomycetes,Actinomycetota,1,0,0
Mangrovibacter,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,3,0,0
Mangrovibacterium,Prolixibacteraceae,Marinilabiliales,Bacteroidia,Bacteroidota,3,0,0
Mangrovibrevibacter,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Mangrovicella,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Mangrovicoccus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Mangrovihabitans,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,1,0,0
Mangrovimicrobium,Halieaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,1,0,0
Mangrovimonas,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,6,0,0
Mangrovitalea,Marinobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,1,0,0
Mangrovivirga,Mangrovivirgaceae,Cytophagales,Cytophagia,Bacteroidota,2,0,0
Mannheimia,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,10,0,0
Maribacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,32,0,0
Maribellus,Prolixibacteraceae,Marinilabiliales,Bacteroidia,Bacteroidota,5,0,0
Maribrevibacterium,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,1,0,0
Maricaulis,Maricaulaceae,Maricaulales,Alphaproteobacteria,Pseudomonadota,5,0,0
Marichromatium,Chromatiaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,3,0,0
Maricurvus,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,1,0,0
Maridesulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,6,0,0
Marihabitans,Intrasporangiaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Marilutibacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,6,0,0
Mariluticola,Devosiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,1,1
Marimonas,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,2,0,0
Marinactinospora,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,2,0,0
Marinagarivorans,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,2,0,0
Marinibacterium,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Marinibactrum,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,1,0,0
Marinibaculum,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,1,0,0
Mariniblastus,Pirellulaceae,Pirellulales,Planctomycetia,Planctomycetota,1,1,1
Marinicauda,Maricaulaceae,Maricaulales,Alphaproteobacteria,Pseudomonadota,3,0,0
Marinicaulis,Parvularculaceae,Parvularculales,Alphaproteobacteria,Pseudomonadota,2,0,0
Marinicella,Alcanivoracaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,7,0,0
Marinifaba,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,1,0,0
Marinifilum,Marinifilaceae,Marinilabiliales,Bacteroidia,Bacteroidota,4,0,0
Mariniflexile,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Marinigracilibium,Flammeovirgaceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Marinihelvus,Wenzhouxiangellaceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,1,0,0
Marinilabilia,Marinilabiliaceae,Marinilabiliales,Bacteroidia,Bacteroidota,2,0,0
Marinilongibacter,Leadbetterellaceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Marinimicrobium,Cellvibrionaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,4,0,0
Marinimicrococcus,Geminicoccaceae,Geminicoccales,Alphaproteobacteria,Pseudomonadota,1,0,0
Mariniphaga,Prolixibacteraceae,Marinilabiliales,Bacteroidia,Bacteroidota,2,0,0
Marinirhabdus,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Marinitenerispora,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,1,0,0
Marinithermofilum,Thermoactinomycetaceae,Bacillales,Bacilli,Bacillota,1,0,0
Marinithermus,Thermaceae,Thermales,Deinococci,Deinococcota,1,0,0
Marinitoga,Petrotogaceae,Petrotogales,Thermotogae,Thermotogota,5,0,0
Marinobacter,Marinobacteraceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,71,0,0
Marinobacterium,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,20,0,0
Marinomonas,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,36,0,0
Marinoscillum,Reichenbachiellaceae,Cytophagales,Cytophagia,Bacteroidota,3,0,0
Marinospirillum,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,6,0,0
Marinovum,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Mariprofundus,Mariprofundaceae,Mariprofundales,Zetaproteobacteria,Pseudomonadota,5,0,0
Marisediminicola,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,2,0,0
Marisediminitalea,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,1,0,0
Marispirochaeta,Spirochaetaceae,Spirochaetales,Spirochaetia,Spirochaetota,1,0,0
Maritalea,Devosiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,4,4,1
Maritimibacter,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,5,1,0.2
Marivibrio,Rhodospirillaceae,Rhodospirillales,Alphaproteobacteria,Pseudomonadota,1,0,0
Marivirga,Marivirgaceae,Cytophagales,Cytophagia,Bacteroidota,8,0,0
Marivita,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,3,0,0
Marivivens,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,4,0,0
Marixanthomonas,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,2,0,0
Marixanthotalea,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Marmoricola,Nocardioidaceae,Propionibacteriales,Actinomycetes,Actinomycetota,1,0,0
Marseilla,Prevotellaceae,Bacteroidales,Bacteroidia,Bacteroidota,1,0,0
Martelella,Aurantimonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,7,0,0
Massilia,Oxalobacteraceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,49,0,0
Massilibacillus,Veillonellaceae,Veillonellales,Negativicutes,Bacillota,1,0,0
Mastigocladopsis,Symphyonemataceae,Nostocales,Cyanophyceae,Cyanobacteriota,1,0,0
Mastigocoleus,Hapalosiphonaceae,Nostocales,Cyanophyceae,Cyanobacteriota,1,0,0
Mediterranea,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidota,1,0,0
Megalodesulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Desulfovibrionia,Thermodesulfobacteriota,1,0,0
Megamonas,Selenomonadaceae,Selenomonadales,Negativicutes,Bacillota,3,0,0
Megasphaera,Veillonellaceae,Veillonellales,Negativicutes,Bacillota,12,0,0
Meinhardsimonia,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Melaminivora,Comamonadaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,3,0,0
Melioribacter,Melioribacteraceae,Ignavibacteriales,Ignavibacteria,Ignavibacteriota,1,0,0
Melittangium,Archangiaceae,Myxococcales,Myxococcia,Myxococcota,1,0,0
Membranihabitans,Saprospiraceae,Saprospirales,Saprospiria,Bacteroidota,2,0,0
Mergibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,1,0,0
Meridianimarinicoccus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,4,0,0
Merismopedia,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteriota,1,0,0
Mesoaciditoga,Mesoaciditogaceae,Mesoaciditogales,Thermotogae,Thermotogota,1,0,0
Mesobacterium,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,2,0,0
Mesobaculum,Roseobacteraceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Mesocricetibacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,1,0,0
Mesoflavibacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,2,0,0
Mesohalobacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Mesonia,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,11,0,0
Mesopusillimonas,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,1,0,0
Mesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,61,0,0
Mesosutterella,Sutterellaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,3,0,0
Mesotoga,Kosmotogaceae,Kosmotogales,Thermotogae,Thermotogota,2,0,0
Metallibacterium,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Metallococcus,Dermacoccaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Metallumcola,Desulfitibacteraceae,Moorellales,Clostridia,Bacillota,1,0,0
Metapseudomonas,Pseudomonadaceae,Pseudomonadales,Gammaproteobacteria,Pseudomonadota,5,0,0
Metarhizobium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Methylibium,Sphaerotilaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,0,0
Methylicorpusculum,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,1,0,0
Methylobacillus,Methylophilaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,7,0,0
Methylobacter,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,5,0,0
Methylobacterium,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,56,0,0
Methylobrevis,Pleomorphomonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,2,0,0
Methylocaldum,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,2,0,0
Methylocapsa,Beijerinckiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,4,0,0
Methyloceanibacter,Hyphomicrobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,5,0,0
Methylocella,Beijerinckiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,2,0,0
Methylococcus,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,3,0,0
Methylocucumis,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,1,0,0
Methylocystis,Methylocystaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,10,0,0
Methyloferula,Beijerinckiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Methylogaea,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,1,0,0
Methyloglobulus,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,1,0,0
Methylohalobius,Methylothermaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,1,0,0
Methylohalomonas,Methylohalomonadaceae,Methylohalomonadales,Gammaproteobacteria,Pseudomonadota,1,0,0
Methyloligella,Hyphomicrobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,2,0,0
Methylomagnum,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,1,0,0
Methylomarinovum,Methylothermaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,2,0,0
Methylomarinum,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,2,0,0
Methylomicrobium,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,3,0,0
Methylomonas,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,15,0,0
Methylomusa,Sporomusaceae,Selenomonadales,Negativicutes,Bacillota,1,0,0
Methylonatrum,NA,NA,Gammaproteobacteria,Pseudomonadota,1,0,0
Methylophaga,Piscirickettsiaceae,Thiotrichales,Gammaproteobacteria,Pseudomonadota,9,0,0
Methylophilus,Methylophilaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,7,0,0
Methylopila,Methylopilaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,5,0,0
Methyloprofundus,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,1,0,0
Methyloradius,Methylophilaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,1,0,0
Methyloraptor,Ancalomicrobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Methylorubrum,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,11,0,0
Methylosarcina,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,1,0,0
Methylosinus,Methylocystaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,2,0,0
Methylotenera,Methylophilaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,3,0,0
Methyloterricola,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,1,0,0
Methylotetracoccus,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,1,0,0
Methylotuvimicrobium,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,2,0,0
Methyloversatilis,Sterolibacteriaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,3,0,0
Methylovirgula,Beijerinckiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Methylovorus,Methylophilaceae,Nitrosomonadales,Betaproteobacteria,Pseudomonadota,3,0,0
Methylovulum,Methylococcaceae,Methylococcales,Gammaproteobacteria,Pseudomonadota,2,0,0
Micavibrio,Pseudobdellovibrionaceae,Bdellovibrionales,Bdellovibrionia,Bdellovibrionota,1,0,0
Microbacterium,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,148,0,0
Microbaculum,Tepidamorphaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,2,0,0
Microbispora,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,12,0,0
Microbulbifer,Microbulbiferaceae,Cellvibrionales,Gammaproteobacteria,Pseudomonadota,30,0,0
Microcella,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,9,0,0
Micrococcoides,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Micrococcus,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,12,3,0.25
Microcoleus,Microcoleaceae,Oscillatoriales,Cyanophyceae,Cyanobacteriota,2,0,0
Microcosmobacter,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Microcystis,Microcystaceae,Chroococcales,Cyanophyceae,Cyanobacteriota,4,0,0
Microlunatus,Propionibacteriaceae,Propionibacteriales,Actinomycetes,Actinomycetota,15,2,0.13333333333333333
Micromonospora,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,118,0,0
Micropruina,Nocardioidaceae,Propionibacteriales,Actinomycetes,Actinomycetota,1,0,0
Microscilla,Microscillaceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Microseira,Aerosakkonemataceae,Aerosakkonematales,Cyanophyceae,Cyanobacteriota,1,0,0
Microterricola,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,3,0,0
Microtetraspora,Streptosporangiaceae,Streptosporangiales,Actinomycetes,Actinomycetota,4,0,0
Microvenator,Microvenatoraceae,Bradymonadales,Deltaproteobacteria,NA,1,0,0
Microvirga,Methylobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,37,0,0
Microvirgula,Aquaspirillaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,1,0,0
Millionella,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidota,1,0,0
Millisia,Gordoniaceae,Mycobacteriales,Actinomycetes,Actinomycetota,1,0,0
Miltoncostaea,Miltoncostaeaceae,Miltoncostaeales,Thermoleophilia,Actinomycetota,2,2,1
Miniimonas,Beutenbergiaceae,Micrococcales,Actinomycetes,Actinomycetota,1,0,0
Minwuia,Minwuiaceae,Minwuiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Mitsuokella,Selenomonadaceae,Selenomonadales,Negativicutes,Bacillota,2,0,0
Mixta,Erwiniaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,7,0,0
Mizugakiibacter,Rhodanobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Mobilicoccus,Dermatophilaceae,Micrococcales,Actinomycetes,Actinomycetota,3,0,0
Mobiluncus,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,5,0,0
Modestobacter,Geodermatophilaceae,Geodermatophilales,Actinomycetes,Actinomycetota,8,0,0
Modicisalibacter,Halomonadaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,7,0,0
Moellerella,Morganellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Moheibacter,Weeksellaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,3,0,0
Mongoliibacter,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Mongoliimonas,Pleomorphomonadaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Mongoliitalea,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,2,0,0
Montanilutibacter,Lysobacteraceae,Lysobacterales,Gammaproteobacteria,Pseudomonadota,1,0,0
Moorella,Moorellaceae,Moorellales,Clostridia,Bacillota,6,0,0
Moorena,Coleofasciculaceae,Coleofasciculales,Cyanophyceae,Cyanobacteriota,2,0,0
Moraxella,Moraxellaceae,Moraxellales,Gammaproteobacteria,Pseudomonadota,25,0,0
Morganella,Morganellaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,2,0,0
Moritella,Moritellaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,4,0,0
Morococcus,Neisseriaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,1,0,0
Motilibacter,Motilibacteraceae,Motilibacterales,Actinomycetes,Actinomycetota,4,0,0
Motilimonas,NA,Alteromonadales,Gammaproteobacteria,Pseudomonadota,3,0,0
Motiliproteus,Oceanospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,2,0,0
Mucilaginibacter,Sphingobacteriaceae,Sphingobacteriales,Sphingobacteriia,Bacteroidota,1,0,0
Mucisphaera,Phycisphaeraceae,Phycisphaerales,Phycisphaerae,Planctomycetota,1,1,1
Mucispirillum,Mucispirillaceae,Deferribacterales,Deferribacteres,Deferribacterota,1,1,1
Mumia,Nocardioidaceae,Propionibacteriales,Actinomycetes,Actinomycetota,4,0,0
Muribacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,1,0,0
Muribaculum,Muribaculaceae,Bacteroidales,Bacteroidia,Bacteroidota,3,0,0
Muricaecibacterium,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinomycetota,1,1,1
Muricauda,NA,NA,NA,NA,2,0,0
Muricoccus,Roseomonadaceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,6,0,0
Muriicola,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,3,0,0
Murinocardiopsis,Nocardiopsidaceae,Streptosporangiales,Actinomycetes,Actinomycetota,1,0,0
Musicola,Pectobacteriaceae,Enterobacterales,Gammaproteobacteria,Pseudomonadota,2,0,0
Myceligenerans,Promicromonosporaceae,Micrococcales,Actinomycetes,Actinomycetota,5,0,0
Mycetocola,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,8,0,0
Mycetohabitans,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,0,0
Mycoavidus,Burkholderiaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,1,0,0
Mycobacterium,Mycobacteriaceae,Mycobacteriales,Actinomycetes,Actinomycetota,118,1,0.00847457627118644
Mycobacteroides,Mycobacteriaceae,Mycobacteriales,Actinomycetes,Actinomycetota,6,0,0
Mycolicibacillus,Mycobacteriaceae,Mycobacteriales,Actinomycetes,Actinomycetota,3,0,0
Mycolicibacter,Mycobacteriaceae,Mycobacteriales,Actinomycetes,Actinomycetota,15,0,0
Mycolicibacterium,Mycobacteriaceae,Mycobacteriales,Actinomycetes,Actinomycetota,95,1,0.010526315789473684
Mycoplana,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,4,0,0
Mycovorax,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,1,0,0
Myroides,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,12,0,0
Myxacorys,Leptolyngbyaceae,Leptolyngbyales,Cyanophyceae,Cyanobacteriota,1,0,0
Myxococcus,Myxococcaceae,Myxococcales,Myxococcia,Myxococcota,12,0,0
Naasia,Microbacteriaceae,Micrococcales,Actinomycetes,Actinomycetota,2,0,0
Nafulsella,Cesiribacteraceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Nakamurella,Nakamurellaceae,Nakamurellales,Actinomycetes,Actinomycetota,11,0,0
Namhaeicola,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,1,0,0
Nanchangia,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,1,0,0
Nannocystis,Nannocystaceae,Nannocystales,NA,Myxococcota,5,0,0
Natranaerobius,Natranaerobiaceae,Natranaerobiales,Clostridia,Bacillota,2,0,0
Natranaerofaba,Natranaerofabaceae,Natranaerobiales,Clostridia,Bacillota,1,0,0
Natroniella,Halobacteroidaceae,Halanaerobiales,Clostridia,Bacillota,2,0,0
Natronocella,Ectothiorhodospiraceae,Chromatiales,Gammaproteobacteria,Pseudomonadota,1,0,0
Natronoflexus,Marinilabiliaceae,Marinilabiliales,Bacteroidia,Bacteroidota,1,0,0
Natronoglycomyces,Glycomycetaceae,Glycomycetales,Actinomycetes,Actinomycetota,1,1,1
Natronogracilivirga,Cyclonatronaceae,Balneolales,Balneolia,Balneolota,1,0,0
Natronohydrobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Natronospira,Natronospiraceae,Natronospirales,Gammaproteobacteria,Pseudomonadota,3,0,0
Natronospirillum,Natronospirillaceae,Oceanospirillales,Gammaproteobacteria,Pseudomonadota,1,0,0
Natronosporangium,Micromonosporaceae,Micromonosporales,Actinomycetes,Actinomycetota,1,1,1
Naumannella,Propionibacteriaceae,Propionibacteriales,Actinomycetes,Actinomycetota,2,0,0
Nautilia,Nautiliaceae,Nautiliales,Epsilonproteobacteria,Campylobacterota,1,0,0
Necropsobacter,Pasteurellaceae,Pasteurellales,Gammaproteobacteria,Pseudomonadota,2,0,0
Negadavirga,Cyclobacteriaceae,Cytophagales,Cytophagia,Bacteroidota,1,0,0
Negativicoccus,Veillonellaceae,Veillonellales,Negativicutes,Bacillota,1,0,0
Neiella,Echinimonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,3,0,0
Neisseria,Neisseriaceae,Neisseriales,Betaproteobacteria,Pseudomonadota,41,0,0
Nemorincola,Chitinophagaceae,Chitinophagales,Chitinophagia,Bacteroidota,1,0,0
Neoactinobaculum,Actinomycetaceae,Actinomycetales,Actinomycetes,Actinomycetota,1,0,0
Neoaquamicrobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,2,0,0
Neoasaia,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Neogemmobacter,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Neokomagataea,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,3,0,0
Neolewinella,Lewinellaceae,Saprospirales,Saprospiria,Bacteroidota,10,0,0
Neomegalonema,Neomegalonemataceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Neomesorhizobium,Phyllobacteriaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,1,0,0
Neomicrococcus,Micrococcaceae,Micrococcales,Actinomycetes,Actinomycetota,2,0,0
Neopusillimonas,Alcaligenaceae,Burkholderiales,Betaproteobacteria,Pseudomonadota,2,0,0
Neorhizobium,Rhizobiaceae,Hyphomicrobiales,Alphaproteobacteria,Pseudomonadota,10,0,0
Neorickettsia,Anaplasmataceae,Rickettsiales,Alphaproteobacteria,Pseudomonadota,4,0,0
Neoroseomonas,Acetobacteraceae,Acetobacterales,Alphaproteobacteria,Pseudomonadota,9,0,0
Neosynechococcus,Neosynechococcaceae,Neosynechococcales,Cyanophyceae,Cyanobacteriota,1,0,0
Neotabrizicola,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,1,0,0
Neotamlana,Flavobacteriaceae,Flavobacteriales,Flavobacteriia,Bacteroidota,4,0,0
Neptunicella,Alteromonadaceae,Alteromonadales,Gammaproteobacteria,Pseudomonadota,1,0,0
Neptunicoccus,Paracoccaceae,Rhodobacterales,Alphaproteobacteria,Pseudomonadota,2,0,0
